P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,Severity_Category,Severity_Smoothed
W-DHA-45-010,Bhinggithe,Baglung,Western,0.0,0.06,8.3,4.76,6.53,0.1,0.1949,Lowest,Low,0.1
W-LUM-47-054,Ringneraha,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.09,0.1946,Lowest,Low,0.098
E-SAG-14-004,Barai,Udayapur,Eastern,0.01,0.05,2.56,4.04,3.3,0.09,0.1941,Lowest,Low,0.096
M-BHE-57-010,Binauna,Banke,Mid-Western,0.0,0.08,6.6,8.17,7.39,0.09,0.1941,Lowest,Low,0.094
E-SAG-11-016,Kaku,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.09,0.1938,Lowest,Low,0.092
E-SAG-13-012,Bijayakharka,Khotang,Eastern,0.01,0.03,5.0,3.96,4.48,0.09,0.1937,Lowest,Low,0.09
W-DHA-45-031,Jaljala,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.09,0.1937,Lowest,Low,0.09
W-LUM-47-022,Foksingkot,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.09,0.1935,Lowest,Low,0.09
E-KOS-10-055,Taksar,Bhojpur,Eastern,0.01,0.03,4.67,5.05,4.86,0.09,0.1933,Lowest,Low,0.09
W-LUM-46-044,Hastichaur,Gulmi,Western,0.0,0.07,6.74,3.33,5.04,0.09,0.1927,Lowest,Low,0.09
E-SAG-11-021,Lokhim,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.09,0.1925,Lowest,Low,0.09
E-MEC-04-030,Kohabara,Jhapa,Eastern,0.0,0.11,1.61,1.62,1.62,0.09,0.1924,Lowest,Low,0.09
W-GAN-39-006,Bahakot,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.09,0.1924,Lowest,Low,0.09
E-MEC-04-035,Maharanijhoda,Jhapa,Eastern,0.0,0.11,1.61,1.62,1.62,0.09,0.1921,Lowest,Low,0.09
E-SAG-11-031,Sotang,Solukhumbu,Eastern,0.01,0.06,1.91,3.06,2.48,0.09,0.192,Lowest,Low,0.09
E-KOS-09-004,Bana,Sankhuwasabha,Eastern,0.0,0.06,3.21,5.23,4.22,0.09,0.1917,Lowest,Low,0.09
E-SAG-12-045,Salleri,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.09,0.1914,Lowest,Low,0.09
E-MEC-04-025,Juropani,Jhapa,Eastern,0.0,0.12,1.61,1.62,1.62,0.09,0.1909,Lowest,Low,0.09
M-RAP-56-013,Halwar,Dang,Mid-Western,0.0,0.1,5.41,5.62,5.51,0.09,0.1909,Lowest,Low,0.09
W-GAN-40-013,Ghandruk,Kaski,Western,0.0,0.04,7.44,0.0,3.72,0.09,0.1907,Lowest,Low,0.09
W-LUM-47-061,Tahu,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.09,0.1907,Lowest,Low,0.09
W-DHA-44-041,Pang,Parbat,Western,0.0,0.05,6.75,2.48,4.62,0.09,0.1905,Lowest,Low,0.09
W-GAN-39-062,Yaladi,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.09,0.1905,Lowest,Low,0.09
W-DHA-44-047,ShankarPokhari,Parbat,Western,0.0,0.04,6.75,2.48,4.62,0.09,0.1905,Lowest,Low,0.09
E-SAG-11-003,Beni,Solukhumbu,Eastern,0.02,0.02,1.91,3.06,2.48,0.09,0.19,Lowest,Low,0.09
W-LUM-46-054,Kharjyang,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.09,0.1897,Lowest,Low,0.09
W-LUM-47-019,Devinagar,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.09,0.1894,Lowest,Low,0.09
W-GAN-40-004,Bhadauretamagi,Kaski,Western,0.01,0.03,7.44,0.0,3.72,0.09,0.1888,Lowest,Low,0.09
M-BHE-57-026,Laxmanpur,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.09,0.1883,Lowest,Low,0.09
W-GAN-39-033,Malunga,Syangja,Western,0.0,0.03,5.2,4.88,5.04,0.09,0.188,Lowest,Low,0.09
E-SAG-14-018,Katunjebawala,Udayapur,Eastern,0.0,0.06,2.56,4.04,3.3,0.09,0.188,Lowest,Low,0.09
W-DHA-44-036,MajhphantMallaj,Parbat,Western,0.0,0.08,6.75,2.48,4.62,0.09,0.1876,Lowest,Low,0.09
W-DHA-44-004,Bajung,Parbat,Western,0.0,0.04,6.75,2.48,4.62,0.09,0.1872,Lowest,Low,0.09
E-MEC-04-019,Gauriganj,Jhapa,Eastern,0.0,0.11,1.61,1.62,1.62,0.09,0.1871,Lowest,Low,0.09
M-BHE-57-003,Banakatti,Banke,Mid-Western,0.0,0.06,6.6,8.17,7.39,0.09,0.187,Lowest,Low,0.09
W-DHA-44-023,FalebasDevisthan,Parbat,Western,0.01,0.03,6.75,2.48,4.62,0.09,0.1865,Lowest,Low,0.09
W-LUM-47-030,Jalpa,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.09,0.1864,Lowest,Low,0.09
W-GAN-39-026,Kaulmabarahachaur,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.09,0.1863,Lowest,Low,0.09
W-DHA-45-028,Hatiya,Baglung,Western,0.0,0.07,8.3,4.76,6.53,0.09,0.186,Lowest,Low,0.09
E-KOS-06-013,Bishnupaduka,Sunsari,Eastern,0.0,0.05,5.04,6.06,5.55,0.09,0.186,Lowest,Low,0.09
M-BHE-57-031,Naubasta,Banke,Mid-Western,0.0,0.2,6.6,8.17,7.39,0.09,0.1858,Lowest,Low,0.09
W-LUM-46-011,Badagaun,Gulmi,Western,0.0,0.08,6.74,3.33,5.04,0.09,0.1855,Lowest,Low,0.09
E-SAG-13-060,Rajapani,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.09,0.1852,Lowest,Low,0.09
M-RAP-56-016,Hekuli,Dang,Mid-Western,0.0,0.09,5.41,5.62,5.51,0.09,0.185,Lowest,Low,0.09
W-LUM-47-027,Haklang,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.09,0.1847,Lowest,Low,0.09
W-GAN-40-025,Machapuchre,Kaski,Western,0.01,0.02,7.44,0.0,3.72,0.09,0.1845,Lowest,Low,0.09
E-SAG-14-023,Limpatar,Udayapur,Eastern,0.01,0.03,2.56,4.04,3.3,0.09,0.184,Lowest,Low,0.09
W-DHA-45-027,Harichaur,Baglung,Western,0.0,0.05,8.3,4.76,6.53,0.09,0.1838,Lowest,Low,0.09
E-MEC-04-028,Khajurgachhi,Jhapa,Eastern,0.0,0.1,1.61,1.62,1.62,0.09,0.1831,Lowest,Low,0.09
W-GAN-39-021,Faparthum,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.09,0.183,Lowest,Low,0.09
W-GAN-41-002,Chame,Manang,Western,0.02,0.01,4.44,2.75,3.6,0.09,0.1829,Lowest,Low,0.09
M-RAP-52-003,Bangesal,Pyuthan,Mid-Western,0.0,0.07,6.38,5.32,5.85,0.09,0.1828,Lowest,Low,0.09
W-LUM-46-040,Hardineta,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.09,0.1822,Lowest,Low,0.09
W-DHA-45-026,Gwalichaur,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.09,0.182,Lowest,Low,0.09
W-LUM-46-037,Gwadi,Gulmi,Western,0.01,0.03,6.74,3.33,5.04,0.09,0.1816,Lowest,Low,0.09
W-LUM-47-051,Pokharathok,Palpa,Western,0.01,0.02,5.32,2.66,3.99,0.09,0.1814,Lowest,Low,0.09
E-SAG-13-002,Arkhaule,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.09,0.1805,Lowest,Low,0.09
E-SAG-12-046,Serna,Okhaldhunga,Eastern,0.01,0.01,6.22,5.83,6.02,0.09,0.1804,Lowest,Low,0.09
E-SAG-12-030,Moli,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.09,0.1802,Lowest,Low,0.09
E-SAG-14-031,Rupatar,Udayapur,Eastern,0.01,0.04,2.56,4.04,3.3,0.09,0.1791,Lowest,Low,0.09
E-KOS-09-008,Dhupu,Sankhuwasabha,Eastern,0.0,0.04,3.21,5.23,4.22,0.09,0.179,Lowest,Low,0.09
E-SAG-13-023,Dhitung,Khotang,Eastern,0.01,0.03,5.0,3.96,4.48,0.09,0.1787,Lowest,Low,0.09
W-GAN-39-042,Pelkachaur,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.09,0.1784,Lowest,Low,0.09
E-SAG-13-027,Dorpachiuridada,Khotang,Eastern,0.0,0.06,5.0,3.96,4.48,0.09,0.1784,Lowest,Low,0.09
E-SAG-14-024,Mainamaini,Udayapur,Eastern,0.0,0.05,2.56,4.04,3.3,0.09,0.1777,Lowest,Low,0.09
E-KOS-09-031,Syabun,Sankhuwasabha,Eastern,0.0,0.06,3.21,5.23,4.22,0.09,0.1777,Lowest,Low,0.09
M-RAP-56-025,PawanNagar,Dang,Mid-Western,0.0,0.09,5.41,5.62,5.51,0.09,0.1775,Lowest,Low,0.09
W-GAN-39-049,SatauDarau,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.09,0.1774,Lowest,Low,0.09
E-SAG-13-045,Lamidada,Khotang,Eastern,0.01,0.03,5.0,3.96,4.48,0.09,0.1774,Lowest,Low,0.09
M-RAP-56-027,Purandhara,Dang,Mid-Western,0.0,0.2,5.41,5.62,5.51,0.09,0.1774,Lowest,Low,0.09
E-KOS-10-038,Kulunga,Bhojpur,Eastern,0.0,0.04,4.67,5.05,4.86,0.09,0.1774,Lowest,Low,0.09
W-LUM-47-042,Koldada,Palpa,Western,0.0,0.04,5.32,2.66,3.99,0.09,0.1773,Lowest,Low,0.09
W-GAN-39-015,Chilaunebas,Syangja,Western,0.0,0.03,5.2,4.88,5.04,0.09,0.1773,Lowest,Low,0.09
E-SAG-12-025,Kuibhir,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.09,0.177,Lowest,Low,0.09
W-DHA-44-015,BitalawaPipaltari,Parbat,Western,0.01,0.02,6.75,2.48,4.62,0.09,0.1768,Lowest,Low,0.09
M-RAP-56-006,Dharna,Dang,Mid-Western,0.0,0.07,5.41,5.62,5.51,0.09,0.1767,Lowest,Low,0.09
W-DHA-45-029,Heel,Baglung,Western,0.0,0.03,8.3,4.76,6.53,0.09,0.1766,Lowest,Low,0.09
W-LUM-46-018,Birbas,Gulmi,Western,0.0,0.05,6.74,3.33,5.04,0.09,0.176,Lowest,Low,0.09
E-SAG-13-056,Patheka,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.09,0.176,Lowest,Low,0.09
W-LUM-46-050,Johang,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.09,0.176,Lowest,Low,0.09
W-GAN-39-061,WangsingDeurali,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.09,0.1759,Lowest,Low,0.09
W-DHA-45-007,Batakachaur,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.09,0.1759,Lowest,Low,0.09
W-LUM-47-003,Bahadurpur,Palpa,Western,0.01,0.02,5.32,2.66,3.99,0.09,0.1757,Lowest,Low,0.09
W-DHA-45-059,Tara,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.09,0.1752,Lowest,Low,0.09
W-LUM-46-022,Darbardevisthan,Gulmi,Western,0.0,0.05,6.74,3.33,5.04,0.09,0.1751,Lowest,Low,0.09
E-KOS-05-012,Bhogateni,Morang,Eastern,0.0,0.05,5.1,8.77,6.93,0.09,0.1748,Lowest,Low,0.09
W-LUM-46-053,Khadgakot,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.09,0.1745,Lowest,Low,0.09
W-DHA-45-043,Palakot,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.08,0.1742,Lowest,Low,0.088
W-GAN-40-009,Dhampus,Kaski,Western,0.01,0.03,7.44,0.0,3.72,0.08,0.1741,Lowest,Low,0.086
W-GAN-41-013,Thoche,Manang,Western,0.04,0.0,4.44,2.75,3.6,0.08,0.1739,Lowest,Low,0.08399999999999999
W-GAN-39-032,MajhakotSivalaya,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.08,0.1729,Lowest,Low,0.08199999999999999
E-KOS-07-011,Chhintang,Dhankuta,Eastern,0.0,0.1,4.07,3.38,3.72,0.08,0.1729,Lowest,Low,0.08
E-KOS-09-014,Kharang,Sankhuwasabha,Eastern,0.0,0.06,3.21,5.23,4.22,0.08,0.1728,Lowest,Low,0.08
E-SAG-12-050,Taluwa,Okhaldhunga,Eastern,0.0,0.02,6.22,5.83,6.02,0.08,0.1722,Lowest,Low,0.08
W-DHA-44-051,Thapathana,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.08,0.1721,Lowest,Low,0.08
W-LUM-47-066,Yamgha,Palpa,Western,0.0,0.04,5.32,2.66,3.99,0.08,0.1718,Lowest,Low,0.08
W-GAN-39-001,Alamadevi,Syangja,Western,0.0,0.04,5.2,4.88,5.04,0.08,0.171,Lowest,Low,0.08
W-LUM-47-008,Bhuwanpokhari,Palpa,Western,0.0,0.06,5.32,2.66,3.99,0.08,0.1707,Lowest,Low,0.08
E-SAG-14-040,Thanagaun,Udayapur,Eastern,0.01,0.03,2.56,4.04,3.3,0.08,0.1706,Lowest,Low,0.08
W-GAN-40-038,Salyan,Kaski,Western,0.0,0.04,7.44,0.0,3.72,0.08,0.1705,Lowest,Low,0.08
E-SAG-13-071,Sungdel,Khotang,Eastern,0.01,0.03,5.0,3.96,4.48,0.08,0.1697,Lowest,Low,0.08
E-SAG-11-013,Gudel,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.08,0.1697,Lowest,Low,0.08
W-DHA-44-008,Behulibans,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.08,0.1693,Lowest,Low,0.08
E-SAG-14-026,Okhale,Udayapur,Eastern,0.01,0.03,2.56,4.04,3.3,0.08,0.1692,Lowest,Low,0.08
E-SAG-13-049,Mahadevsthan,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1691,Lowest,Low,0.08
M-BHE-57-018,Kalaphanta,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.08,0.1691,Lowest,Low,0.08
E-MEC-01-032,Phungling,Taplejung,Eastern,0.0,0.15,4.12,3.03,3.58,0.08,0.169,Lowest,Low,0.08
E-SAG-11-012,Gorakhani,Solukhumbu,Eastern,0.02,0.01,1.91,3.06,2.48,0.08,0.1688,Lowest,Low,0.08
W-DHA-44-024,FulebasKhanigaun,Parbat,Western,0.01,0.02,6.75,2.48,4.62,0.08,0.1687,Lowest,Low,0.08
E-SAG-13-001,Ainselukharka,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1684,Lowest,Low,0.08
E-SAG-11-009,Deusa,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.08,0.1684,Lowest,Low,0.08
W-DHA-44-018,Deupurkot,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.08,0.1681,Lowest,Low,0.08
W-GAN-39-012,ChandiBhanjyang,Syangja,Western,0.0,0.04,5.2,4.88,5.04,0.08,0.168,Lowest,Low,0.08
W-LUM-46-079,Wamitaksar,Gulmi,Western,0.0,0.07,6.74,3.33,5.04,0.08,0.1679,Lowest,Low,0.08
E-SAG-11-025,Nechabatase,Solukhumbu,Eastern,0.01,0.03,1.91,3.06,2.48,0.08,0.1677,Lowest,Low,0.08
E-SAG-13-037,Khalle,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1677,Lowest,Low,0.08
W-LUM-46-030,Digam,Gulmi,Western,0.0,0.05,6.74,3.33,5.04,0.08,0.1676,Lowest,Low,0.08
W-LUM-46-071,Shantipur,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1674,Lowest,Low,0.08
W-DHA-44-038,Nagliwang,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.08,0.1672,Lowest,Low,0.08
E-KOS-05-060,Tandi,Morang,Eastern,0.0,0.1,5.1,8.77,6.93,0.08,0.1672,Lowest,Low,0.08
E-SAG-13-053,Nerpa,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1671,Lowest,Low,0.08
W-LUM-46-017,Bhurtung,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1671,Lowest,Low,0.08
W-LUM-47-035,Kachal,Palpa,Western,0.0,0.04,5.32,2.66,3.99,0.08,0.1668,Lowest,Low,0.08
W-LUM-46-007,Arkhale,Gulmi,Western,0.0,0.06,6.74,3.33,5.04,0.08,0.1668,Lowest,Low,0.08
W-LUM-47-052,Rahabas,Palpa,Western,0.01,0.02,5.32,2.66,3.99,0.08,0.1667,Lowest,Low,0.08
E-SAG-13-058,Phedi,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1665,Lowest,Low,0.08
W-GAN-39-003,Aruchaur,Syangja,Western,0.0,0.03,5.2,4.88,5.04,0.08,0.1664,Lowest,Low,0.08
E-SAG-13-038,Kharmi,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.08,0.1661,Lowest,Low,0.08
E-SAG-13-011,Batase,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.08,0.166,Lowest,Low,0.08
W-DHA-44-052,Thulipokhari,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1658,Lowest,Low,0.08
W-DHA-45-039,Narayansthan,Baglung,Western,0.0,0.03,8.3,4.76,6.53,0.08,0.1658,Lowest,Low,0.08
W-GAN-39-008,Bhatkhola,Syangja,Western,0.01,0.02,5.2,4.88,5.04,0.08,0.1657,Lowest,Low,0.08
E-SAG-12-037,Pokhare,Okhaldhunga,Eastern,0.01,0.01,6.22,5.83,6.02,0.08,0.1656,Lowest,Low,0.08
E-KOS-09-010,Hatiya,Sankhuwasabha,Eastern,0.0,0.03,3.21,5.23,4.22,0.08,0.1655,Lowest,Low,0.08
M-RAP-56-005,Dhanauri,Dang,Mid-Western,0.0,0.1,5.41,5.62,5.51,0.08,0.1655,Lowest,Low,0.08
E-SAG-14-014,Jalpachilaune,Udayapur,Eastern,0.0,0.04,2.56,4.04,3.3,0.08,0.1654,Lowest,Low,0.08
E-KOS-09-001,Ankhibhui,Sankhuwasabha,Eastern,0.0,0.08,3.21,5.23,4.22,0.08,0.1653,Lowest,Low,0.08
M-BHE-57-024,Khaskusma,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.08,0.1653,Lowest,Low,0.08
W-DHA-45-060,Tityang,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.08,0.1652,Lowest,Low,0.08
W-DHA-43-002,Arthunge,Myagdi,Western,0.0,0.12,1.5,2.69,2.1,0.08,0.165,Lowest,Low,0.08
W-DHA-44-030,Khurkot,Parbat,Western,0.0,0.04,6.75,2.48,4.62,0.08,0.165,Lowest,Low,0.08
W-DHA-45-008,Bhakunde,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.08,0.1649,Lowest,Low,0.08
W-LUM-47-045,Masyam,Palpa,Western,0.0,0.05,5.32,2.66,3.99,0.08,0.1648,Lowest,Low,0.08
W-DHA-45-015,Bungadovan,Baglung,Western,0.0,0.07,8.3,4.76,6.53,0.08,0.1646,Lowest,Low,0.08
E-SAG-11-010,Garma,Solukhumbu,Eastern,0.01,0.02,1.91,3.06,2.48,0.08,0.1645,Lowest,Low,0.08
E-KOS-10-036,Kota,Bhojpur,Eastern,0.0,0.04,4.67,5.05,4.86,0.08,0.1643,Lowest,Low,0.08
M-RAP-56-033,Shantinagar,Dang,Mid-Western,0.0,0.08,5.41,5.62,5.51,0.08,0.1642,Lowest,Low,0.08
E-SAG-14-013,Iname,Udayapur,Eastern,0.0,0.03,2.56,4.04,3.3,0.08,0.1642,Lowest,Low,0.08
W-LUM-46-052,Juvung,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1642,Lowest,Low,0.08
E-SAG-13-032,Haunchur,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.164,Lowest,Low,0.08
M-RAP-56-034,Shreegaun,Dang,Mid-Western,0.0,0.07,5.41,5.62,5.51,0.08,0.1638,Lowest,Low,0.08
W-DHA-45-048,Rangkhani,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.08,0.1637,Lowest,Low,0.08
M-BHE-57-030,Narainapur,Banke,Mid-Western,0.0,0.05,6.6,8.17,7.39,0.08,0.1635,Lowest,Low,0.08
W-GAN-40-007,Dangsing,Kaski,Western,0.0,0.03,7.44,0.0,3.72,0.08,0.1634,Lowest,Low,0.08
E-MEC-02-029,Phidim,Panchthar,Eastern,0.0,0.18,4.1,5.24,4.67,0.08,0.1631,Lowest,Low,0.08
W-DHA-44-055,Urampokhara,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1623,Lowest,Low,0.08
W-DHA-44-044,Saligram,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.08,0.1619,Lowest,Low,0.08
W-DHA-44-017,Chuwa,Parbat,Western,0.01,0.02,6.75,2.48,4.62,0.08,0.1617,Lowest,Low,0.08
E-SAG-13-059,R.Maheswori,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.1616,Lowest,Low,0.08
W-DHA-45-051,Righa,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.08,0.1616,Lowest,Low,0.08
W-DHA-44-001,Arthar Dadakharka,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.08,0.1616,Lowest,Low,0.08
E-SAG-13-046,Lichkiramche,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.08,0.1614,Lowest,Low,0.08
E-SAG-13-061,RakhaBangdel,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1614,Lowest,Low,0.08
W-DHA-45-013,Boharagaun,Baglung,Western,0.0,0.06,8.3,4.76,6.53,0.08,0.161,Lowest,Low,0.08
W-LUM-46-039,Hansara,Gulmi,Western,0.0,0.03,6.74,3.33,5.04,0.08,0.1609,Lowest,Low,0.08
E-SAG-13-076,Yamkha,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1607,Lowest,Low,0.08
W-LUM-46-075,Thanpati,Gulmi,Western,0.0,0.03,6.74,3.33,5.04,0.08,0.1606,Lowest,Low,0.08
W-DHA-45-050,Resh,Baglung,Western,0.0,0.05,8.3,4.76,6.53,0.08,0.1606,Lowest,Low,0.08
W-DHA-45-047,Ranasinkiteni,Baglung,Western,0.0,0.03,8.3,4.76,6.53,0.08,0.1605,Lowest,Low,0.08
W-LUM-46-069,Rupakot,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1604,Lowest,Low,0.08
E-SAG-13-008,Bamrang,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1602,Lowest,Low,0.08
W-DHA-44-028,Katuwachaupari,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1602,Lowest,Low,0.08
E-SAG-13-039,Kharpa,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.1599,Lowest,Low,0.08
W-LUM-47-013,Chhahara,Palpa,Western,0.0,0.05,5.32,2.66,3.99,0.08,0.1598,Lowest,Low,0.08
W-LUM-47-028,Humin,Palpa,Western,0.0,0.02,5.32,2.66,3.99,0.08,0.1596,Lowest,Low,0.08
E-SAG-13-050,Mangaltar,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.1594,Lowest,Low,0.08
W-DHA-45-058,Tangram,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.08,0.1592,Lowest,Low,0.08
E-SAG-14-001,Aaptar,Udayapur,Eastern,0.0,0.05,2.56,4.04,3.3,0.08,0.1592,Lowest,Low,0.08
W-DHA-45-014,Bowang,Baglung,Western,0.0,0.06,8.3,4.76,6.53,0.08,0.1589,Lowest,Low,0.08
E-KOS-10-049,Ranibas,Bhojpur,Eastern,0.0,0.06,4.67,5.05,4.86,0.08,0.1588,Lowest,Low,0.08
E-SAG-14-019,Khanbu,Udayapur,Eastern,0.0,0.04,2.56,4.04,3.3,0.08,0.1586,Lowest,Low,0.08
W-DHA-44-031,Kurgha,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.08,0.1586,Lowest,Low,0.08
W-DHA-44-029,KhaulaLakuri,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1586,Lowest,Low,0.08
W-LUM-46-077,Turang,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1585,Lowest,Low,0.08
W-DHA-44-046,Saraukhola,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1584,Lowest,Low,0.08
E-SAG-13-051,MattimBirta,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.08,0.1584,Lowest,Low,0.08
E-SAG-13-009,Barahapokhari,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.08,0.1583,Lowest,Low,0.08
W-LUM-46-047,IsmaRajasthal,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1582,Lowest,Low,0.08
E-SAG-11-026,NechaBedghari,Solukhumbu,Eastern,0.0,0.04,1.91,3.06,2.48,0.08,0.1579,Lowest,Low,0.08
W-LUM-46-072,Simichaur,Gulmi,Western,0.0,0.05,6.74,3.33,5.04,0.08,0.1579,Lowest,Low,0.08
E-SAG-14-009,Chaudandi,Udayapur,Eastern,0.0,0.04,2.56,4.04,3.3,0.08,0.1577,Lowest,Low,0.08
W-LUM-46-015,Bamgha,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1575,Lowest,Low,0.08
W-LUM-46-014,Balithum,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1575,Lowest,Low,0.08
W-LUM-46-046,Hunga,Gulmi,Western,0.0,0.03,6.74,3.33,5.04,0.08,0.1574,Lowest,Low,0.08
E-SAG-13-070,Simpani,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1572,Lowest,Low,0.08
E-KOS-09-033,Tamku,Sankhuwasabha,Eastern,0.0,0.03,3.21,5.23,4.22,0.08,0.1569,Lowest,Low,0.08
W-DHA-45-017,Chhisti,Baglung,Western,0.0,0.05,8.3,4.76,6.53,0.08,0.1567,Lowest,Low,0.08
W-DHA-45-001,Akhikarichaur,Baglung,Western,0.0,0.07,8.3,4.76,6.53,0.08,0.1564,Lowest,Low,0.08
W-LUM-47-006,Barangdi,Palpa,Western,0.0,0.02,5.32,2.66,3.99,0.08,0.1563,Lowest,Low,0.08
E-SAG-11-022,Mabe(Pawai),Solukhumbu,Eastern,0.01,0.03,1.91,3.06,2.48,0.08,0.1561,Lowest,Low,0.08
W-LUM-47-063,Telgha,Palpa,Western,0.0,0.03,5.32,2.66,3.99,0.08,0.1558,Lowest,Low,0.08
E-KOS-10-027,Helauchha,Bhojpur,Eastern,0.0,0.04,4.67,5.05,4.86,0.08,0.1557,Lowest,Low,0.08
E-KOS-10-012,Boya,Bhojpur,Eastern,0.0,0.04,4.67,5.05,4.86,0.08,0.1555,Lowest,Low,0.08
E-SAG-13-067,Sapteswor,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.1553,Lowest,Low,0.08
E-SAG-13-017,Chisapani,Khotang,Eastern,0.0,0.05,5.0,3.96,4.48,0.08,0.1552,Lowest,Low,0.08
E-SAG-14-003,Baraha,Udayapur,Eastern,0.0,0.03,2.56,4.04,3.3,0.08,0.1549,Lowest,Low,0.08
W-LUM-46-028,DhurkotNayagaun,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1549,Lowest,Low,0.08
